,Unnamed: 0,Unnamed: 0.1,name,CIN,NIC,amount
81,2794,2794,Xilinx India Technology Services Private  Limited,,,6300000
82,198,198,Ariba Technologies India Private Limited,U72900KA2000PTC027540,,6000000
83,1138,1138,Inductotherm (India) Private Limited,U29120GJ1982PTC005739,,6000000
84,1392,1392,L&T; Infra Debt Fund Limited,,,6000000
85,2212,2212,Sasken Technologies Limited,,,6000000
86,1845,1845,Paranjape Autocast Private Limited,U27310PN1980PTC023353,,5900000
87,1016,1016,Here Solutions India Private Limited,U72900MH2008FTC178295,,5900000
88,1779,1779,Nyk Line (India) Private Limited,U99999MH1992PTC102550,,5800000
89,2758,2758,Vulkan Technologies Private Limited,U29299PN2001PTC016233,,5800000
90,373,373,Bisleri International Private Limited,U15540MH1984PTC127572,,5700000
91,1283,1283,Kaleesuwari Refinery Private Limited,U15142TN1984PTC010763,,5700000
92,1917,1917,Poddar Tyres Limited,U25100MH1981PLC023895,25.0,5700000
93,1505,1505,Manchukonda Prakasham Industries India Private Limited,U45201TG2008PTC062299,,5700000
94,2774,2774,Wiley India Private Limited.,U74899DL1999PTC099286,,5700000
95,403,403,Broadridge Financial Solutions (India) Private Limited,U74999TG2007PTC052368,,5600000
96,674,674,Dymos Lear Automotive India Private Limited,U35900TN2007PTC065380,,5600000
97,1434,1434,Lord India Private Limited,U24295MH1985PTC037482,,5500000
98,2088,2088,Reservation Data Maintainence (India) Private Limited,U74899DL1992PTC049530,,5300000
99,105,105,Al-Hamd Agro Food Products Private Limited,U15116UP2003PTC027403,,5300000
100,2029,2029,Rajasthan Prime Steel Processing Center Private Limited,U05004DL2007PTC169044,,5200000
101,1576,1576,Metrohm India Limited,U29130TN1997PLC037666,,5100000
102,1682,1682,Nanu Estates Private Limited,U70200GA2007PTC005509,,5100000
103,777,777,Experis It Private Limited,U72900WB1997PTC085392,,5000000
104,1978,1978,Propellum Infotech Private Limited,U72900MH2009PTC193675,,5000000
105,151,151,Amnet Systems Private Limited,U72300TN2000PTC045280,,5000000
106,1514,1514,Mapaex Remedies Private Limited,U02423MP2005PTC017508,,5000000
107,2413,2413,Standard Chartered Investments And Loans  (India) Limited,,,5000000
108,1684,1684,Narayanpur Power Company Private Limited,U85110KA1997PTC021834,,5000000
109,374,374,Bitwise Solutions Private Limited,U72200PN1997PTC015155,,4800000
110,481,481,Chevron Phillips Chemicals India Private  Limited,,,4800000
111,2716,2716,Vibracoustic India Private Limited,,,4700000
112,1002,1002,Head Infotech India Pvt Ltd,U72200TG2006PTC049254,72.0,4700000
113,1148,1148,Infocepts Technologies Private Limited,U72900MH2004PTC147168,,4700000
114,1104,1104,Il&Fs; Tamil Nadu Power Company Limited,,,4700000
115,2725,2725,Vikram Solar Limited,U18100WB2005PLC106448,,4600000
116,307,307,Balajee Education Private Limited,U80301WB2005PTC100998,,4600000
117,904,904,Globeop Financial Services Technologies (India) Private Limited,U72300MH2011FTC216781,,4600000
118,291,291,Bagzone Lifestyles Private Limited,U74994MH2008PTC188558,,4500000
119,2146,2146,S. Vinodkumar Diamonds Private Limited,U36910MH2004PTC149769,32.0,4400000
120,2499,2499,T-3 Energy Services India Private Limited,U40200PN2008FTC135459,40.0,4300000
121,1394,1394,L.S. Mills Limited,U17111TN1983PLC009973,,4300000
122,792,792,Faurecia Interior Systems India Private Limited,U34300PN2004PTC019215,,4200000
123,141,141,Ambit Private Limited,,,4200000
124,486,486,Choksi Heraeus Private Limited,U36911RJ1988PTC004625,,4200000
125,721,721,Elin Electronics Ltd.,U29304WB1982PLC034725,,4100000
126,1358,1358,Koshambh Multitred Pvt Ltd,U74999GJ1995PTC025198,,4100000
127,2246,2246,Sears It & Management Services India Private Limited,U74900PN2009FTC134832,,4100000
128,1274,1274,K R Pulp And Papers Limited,U74899DL1995PLC144059,,4100000
129,2580,2580,Theni Guru Krishna Textile Mills Private  Limited,,,4000000
130,821,821,Fluor Daniel India Private Limited,U74899DL1995PTC070677,,4000000
131,318,318,Baramati Cattlefeeds Pvt Ltd,U01211MH1993PTC072806,,4000000
132,2051,2051,Ravindra Heraeus Private Limited,U36911RJ1988PTC004669,,4000000
133,834,834,Fragomen Immigration Services India Private Limited,U74140KA2006FTC041106,,3900000
134,2197,2197,Sankei Giken India Private Limited,U34300HR2003PTC035170,29.0,3900000
135,1185,1185,Ipm Commodities Private Limited,U13209WB2010PTC172690,,3900000
136,68,68,Advik Hi-Tech Private Limited,U29299PN1998PTC013028,,3900000
137,1636,1636,Motorola Solutions India Private Limited,U32109HR1989PTC034131,,3900000
138,49,49,Adidas India Marketing Private Limited,U74899DL1995PTC074855,,3900000
139,733,733,Ems Infracon Private Limited,U45205DL2010PTC211609,,3900000
140,2416,2416,Star Chemicals (Bombay) Private Limited,U24100MH1962PTC012351,,3800000
141,61,61,Advanced Enzyme Technologies Limited,U24200MH1989PLC051018,24.0,3800000
142,2703,2703,Veer Plastics Private Limited,U25200GJ1985PTC007777,,3700000
143,1380,1380,Kumar Organic Products Limited,U85110KA1991PLC012095,,3700000
144,2233,2233,Schindler India Private Limited,U29150MH1997PTC112690,,3700000
145,607,607,Delta Power Solutions India Private Limited,U32201UR2007FTC032864,,3700000
146,1410,1410,Latent View Analytics Private Limited,U72300TN2006PTC058481,,3700000
147,2016,2016,Radisys India Private Limited,U72200KA2004PTC033252,,3600000
148,2142,2142,S M L Finance Limited,U65910KL1996PLC010648,64.0,3600000
149,1702,1702,Nec Technologies India Private Limited,U74899DL2005PTC142239,,3600000
150,153,153,Amore Jewels Private Limited,U36910MH2004PTC146334,,3600000
151,1293,1293,Kanam Latex Industries Pvt Ltd,U25199KL1974PTC002650,,3600000
152,570,570,D. E. Shaw India Private Limited,U72200TG1996PTC025388,,3500000
153,739,739,Endemol India Private Limited,U92100MH2006PTC158644,,3500000
154,708,708,Edifecs Technologies Private Limited,U72900PB2010PTC037495,,3500000
155,2584,2584,Tieto India Private Limited,,,3500000
156,454,454,Centex International Private Limited,U18109DL2010PTC206616,,3500000
157,2624,2624,Tropical Agro System (India) Private Limited,U24210TN1969PTC005774,,3500000
158,2824,2824,Zs Associates India Private Limited,U72200PN2004FTC020841,,3500000
159,2123,2123,Rothe Erde India Private Limited,U27109MH2006PTC161325,27.0,3500000
160,1389,1389,L&T; Finance Holdings Limited,,,3500000
161,1646,1646,Msl Driveline Systems Limited,,,3400000
162,1200,1200,J. M. Huber India Private Limited,U24110MH1992PTC068071,,3400000
163,822,822,Fm Pbw Bearings Private Limited,U27101GJ2014PTC078162,,3400000
164,1819,1819,Overseas Polymers Private Limited,U25209MH1995PTC091368,,3400000
165,1271,1271,K Patel Chemo-Pharma Private Limited,U24299GJ1974PTC002632,,3400000
166,1913,1913,Play Games24X7 Private Limited,U92490MH2006PTC162586,,3300000
167,577,577,Danfoss Power Solutions India Private Limited,U00000PN2001PTC131740,,3300000
168,391,391,Bobst India Private Limited,U51909MH1995PTC091771,,3200000
169,2487,2487,Synechron Technologies Private Limited,U72200PN2001PTC016029,,3200000
170,927,927,Goyal Proteins Limited,U24117RJ1999PLC015695,,3200000
171,881,881,Gh Induction India Private Limited,U29309TN1998PTC040909,,3100000
172,2516,2516,Tarsons Products Pvtltd,U51109WB1983PTC036510,,3100000
173,246,246,Atibir Industries Company Limited,U00331WB2000PLC118392,,3100000
174,542,542,Cotiviti India Private Limited,,,3100000
175,2346,2346,Sml Films Limited,,,3000000
176,970,970,H C Commercial Ltd,U72300WB1970PLC027736,,3000000
177,1270,1270,K P Sanghvi International Private Limited,U51398MH1992PTC069038,,3000000
178,378,378,Black & Veatch Private Limited,U14102TN2007PTC063962,,3000000
179,166,166,Ani Media Private Limited,U74899DL1971PTC005895,,3000000
180,2036,2036,Ram Kripal Singh Construction Private Limited,U45200BR2003PTC010375,,3000000
181,1155,1155,Inland Power Limited,U51909WB1993PLC059205,,3000000
182,1524,1524,Marvell India Private Limited,U72100KA2006PTC038218,,3000000
183,214,214,Arvindbhai Bechardas Jewellers Private Limited,U36911GJ2007PTC050113,,3000000
184,2500,2500,Tablets (India) Ltd,U24231TN1938PLC002883,,2900000
185,649,649,Divya Jewellers Private Limited,U36911DL1984PTC173821,,2900000
186,1460,1460,Madhav Alloys Private Limited,U27104PB2003PTC026123,,2900000
187,452,452,Ceinsys Tech Limited,,,2900000
188,201,201,Arjuna Natural Extracts Ltd,U24239KL1992PLC006670,,2900000
189,1796,1796,Omega Renk Bearings Private Limited,U34300MP2000PTC014435,,2900000
190,236,236,Aska Equipments Limited (Transfered From  Maharashtra),U29222DL1989PLC148198,,2900000
191,2776,2776,Williams Lea India Private Limited,U72100TN2004PTC062866,,2900000
192,1512,1512,Manish Packaging Private Limited,U25209GJ1997PTC031603,,2900000
193,1495,1495,Makson Health Care Private Limited,U24247MP1994PTC008867,,2900000
194,780,780,Eye Foundation Limited,U03311TZ1997PLC011249,,2900000
195,1758,1758,Nova Carbons India Private Limited,U24100TN2010PTC076798,,2800000
196,921,921,Goodluck India Limited,,,2800000
197,1828,1828,P.D.Agrawal Infrastructure Limited,U45203MP2001PLC014904,,2800000
198,884,884,Gilbarco Veeder Root India Private Limited,U29268TZ2009PTC027778,,2800000
199,2401,2401,Sri Ranganathar Industries Private Limited,U29199TZ1997PTC008193,,2800000
200,2805,2805,Ykk India Private Limited,U74899DL1995PTC072725,,2800000
201,1946,1946,Prasad Koch Technik Private Limited,U33301GJ1997PTC033151,,2800000
202,358,358,Bharat Containers (Nagpur) Pvt Ltd,U28129MH1983PTC031353,,2800000
203,1186,1186,Iqor India Services Private Limited,U74140DL2004PTC129563,,2700000
204,107,107,Alco Company Private Limited,U66010MH1944PTC004164,,2700000
205,901,901,Globe Cotyarn Private Limited,U18101MH2002PTC134689,,2700000
206,2022,2022,Railtech Infraventure Private Limited,U29253DL2008PTC176289,,2700000
207,991,991,Harsh Constructions Private Limited,U45200MH2009PTC190807,,2700000
208,1774,1774,Nutron Pharmaceuticals Private Limited,U24230MH1990PTC058515,,2700000
209,1366,1366,Kpmg Resource Centre Private Limited,U74140MH2005PTC153503,,2700000
210,400,400,Brindavan Agro Industries Private Limited Trs From Up To Delhi,U15541DL2002PTC116601,,2700000
211,1914,1914,Pn Memorial Neuro Centre & Research Institute Limited,U85110WB2000PLC091118,,2700000
212,1922,1922,Polyhydron Private Limited,U29120KA1989PTC010171,,2700000
213,1411,1411,Lea Associates South Asia Private Limited,U74899DL1993PTC055750,,2700000
214,1456,1456,Macquarie Capital Securities (India) Private Limited,U65920MH1995PTC090696,,2700000
215,730,730,Emkay Taps And Cutting Tools Limited,L29220MH1995PLC091091,,2600000
216,367,367,Bic-Cello Exports Private Limited,,,2600000
217,419,419,C L Gupta Exports Limited,U74999DL2004PLC125090,74.0,2600000
218,369,369,Bilakhia Holdings Private Limited,U67120GJ1992PTC017523,,2600000
219,2181,2181,Same Deutz-Fahr India Private Limited,U40105TN1999PTC043776,,2500000
220,2640,2640,Ubs Securities India Private Limited,U67120MH1996PTC097299,66.0,2500000
221,1853,1853,Parle Bisleri Private Limited,U15540MH1983PTC029767,,2500000
222,830,830,Fortune Marketing Private Limited,U74899DL1994PTC061991,,2500000
223,1309,1309,Kc Maritime (India) Limited,U63032MH1997PLC109979,63.0,2500000
224,844,844,G V G Paper Mills Private Limited,U02101TZ1985PTC006888,,2500000
225,858,858,Galentic Pharma India Pvt Ltd,U24230MH1992PTC065825,,2500000
226,1072,1072,Iac Electricals Pvt Ltd,U31102WB1987PTC041799,31.0,2500000
227,402,402,Brintons Carpets Asia Private Limited,U17226PN1997PTC014590,17.0,2500000
228,2328,2328,Sim Diam Private Limited,U36911MH2006PTC159718,,2500000
229,1027,1027,Hi Tech Grain Processing Private Limited,U15314DL2001PTC113420,,2500000
230,2250,2250,Secon Private Limited,U74140KA2000PTC026384,,2500000
231,1457,1457,Macquarie Finance (India) Private Limited,U65999MH2009PTC190863,,2500000
232,2366,2366,Sound Securities Private Limited,U65990MH2005PTC155304,,2500000
233,370,370,Bio-Med Private Limited,U85110UP1972PTC003542,,2500000
234,2350,2350,Sodexo Svc India Private Limited,U74140MH2008FTC182494,,2500000
235,163,163,Angel Broking Private Limited,U67120MH1996PTC101709,,2500000
236,922,922,Goodwill Warehousing Private Limited,U63020MH1998PTC112989,,2500000
237,1842,1842,Paragon Property Enterprises Private Limited,U17120MH1969PTC014383,,2500000
238,1098,1098,Ikea Services India Private Limited,U74900DL2012FTC231580,,2500000
239,238,238,Aspire Systems (India) Private Limited,U40300TN1998PTC046943,,2400000
240,669,669,Dun & Bradstreet Technologies & Data Services Private Limited,U50404DL1999PTC100035,,2400000
241,279,279,B C Sen & Company Ltd,U27205WB1986PLC041069,,2400000
242,1733,1733,Nikon India Private Limited,U74999HR2007FTC036820,,2400000
243,1904,1904,Pil Mumbai Private Limited,U63090MH2003PTC143541,,2400000
244,2150,2150,S.R. Chaddha Industries Limited,U32204UP2009PLC037883,,2300000
245,1076,1076,Icpa Health Products Ltd,U24200MH1983PLC030670,,2300000
246,1102,1102,Il&Fs; Securities Services Limited,,,2300000
247,1035,1035,Hind Offshore Private Limited,U74999MH1990PTC055743,,2300000
248,2587,2587,Tipsons Financial Services Private Limited,U65910GJ1993PTC019909,,2300000
249,1277,1277,K.P. Energy Limited,L40100GJ2010PLC059169,,2300000
250,2501,2501,Tag Corporation Private Limited,U31900TN1975PTC006962,,2300000
251,1078,1078,Idbi Capital Markets & Securities Limited,,,2300000
252,2176,2176,Salesforce.Com India Private Limited,U72200KA2005PTC037330,,2300000
253,366,366,Bic Cello (India) Private Limited,,,2300000
254,2719,2719,Vijay Tanks And Vessels Private Limited,U29132MH1969PTC014340,,2300000
255,648,648,Disha Eye Hospitals Private Limited,U85110WB1996PTC076479,,2200000
256,2387,2387,Sree Annapoorna Sree Gowrishankar Hotels  Private Limited,,,2200000
257,804,804,Fieldcore Service Solutions International India Private Limited,,,2200000
258,1094,1094,Igus (India) Private Limited,U29130KA2000PTC036289,,2200000
259,1711,1711,Nerul Impex Private Limited,U51100PN1999PTC133269,,2200000
260,690,690,East India Commodites Private Limited,U70101WB1995PTC073865,,2200000
261,1470,1470,Madurai Power Corporation Private Limited,U40105TN1995PTC047928,,2200000
262,1069,1069,I P Support Services (India) Pvt Ltd,U74210DL1967PTC016861,,2200000
263,2242,2242,Seagate Technology Hdd (India) Private Limited,U72300DL2007PTC169751,,2200000
264,2825,2825,Zydus Infrastructure Private Limited,U65910GJ1994PTC023467,64.0,2200000
265,44,44,Ad2Pro Media Solutions Private Limited,U72300KA2006PTC040779,72.0,2200000
266,239,239,Assam Edible Oils Limited,U15141RJ1988PLC004255,,2200000
267,174,174,Antares Systems Limited,U72900KA1997PLC023187,,2200000
268,116,116,Alliance One Industries India Private Limited,U16001AP1994PTC018146,,2200000
269,276,276,B & A Limited,,,2200000
270,994,994,Hd Fire Protect Private Limited,U29270MH1997PTC107536,,2100000
271,1764,1764,Novozymes South Asia Private Limited,U24299KA1998PTC024038,,2100000
272,2567,2567,The Madras Silks India Private Limited,U17112TZ2006PTC012951,,2100000
273,2276,2276,Sharekhan Commodities Private Limited,U67120MH2000PTC127261,,2100000
274,1687,1687,Narsi Interior Infrastructures Private Limited,U74200MH2008PTC181152,,2100000
275,1045,1045,Hirlekar Precision Instruments Private Limited,U29299PN2002PTC017274,,2100000
276,2453,2453,Sungard Availability Services (India) Private Limited,U72200PN2010PTC148314,,2100000
277,1317,1317,Keshav Power Limited,U40105DL2004PLC181613,40.0,2100000
278,967,967,Gupta H.C. Overseas (I) Private Limited,U74900UP2008PTC035071,,2100000
279,228,228,Ashoka Distillers And Chemicals Pvt Ltd,U24119HR1985PTC022672,,2100000
280,2800,2800,Yamazaki Mazak India Private Limited,U29299PN2008FTC131662,,2100000
281,1529,1529,Mastercard Mobile Transactions Solutions  Private Limited,U72200PN2005PTC165613,,2000000
282,1822,1822,P F I L Securities Limited,U74899DL1995PLC068811,,2000000
283,169,169,Anish Infracon India Private Limited,U45200GJ2010PTC063391,,2000000
284,2158,2158,Sagar Manufacturers Private Limited,U01403MP2010PTC024723,,2000000
285,1062,1062,Humboldt Wedag India Private Limited,U29253DL1976PTC216812,,2000000
286,511,511,Clifford Chance Business Services Private Limited,,,2000000
287,853,853,Gadre Marine Export Pvt Ltd,U51223PN1994PTC078366,,2000000
288,1877,1877,Penguin Random House India Private Limited,,,2000000
289,738,738,Encee Aromatics Private Limited,U01122TZ1978PTC000805,,2000000
290,574,574,Daimler Financial Services India Private  Limited,,,2000000
291,1933,1933,Pos-Hyundai Steel Manufacturing India Private Limited,U28999TN1997PTC038990,,2000000
292,1604,1604,Mitsu Private Limited,U24231GJ1993PTC038905,,2000000
293,1516,1516,Maquet Medical India Private Limited,U33110MH2004PTC144317,,2000000
294,1356,1356,Koppern Maco Services Private Limited,U32109WB1997PTC085878,,2000000
295,651,651,Dixcy Textiles Private Limited,U17111TZ2004PTC010996,,2000000
296,1381,1381,Kumar Properties And Real Estate Private  Limited,,,2000000
297,2116,2116,Romsons Scientific And Surgical Industries Private Limited,U24236UP1977PTC004511,,2000000
298,2119,2119,Ronuplate Private Limited.,U24242MH1996PTC163989,,2000000
299,1610,1610,Mixon Holdings Private Limited,U65990GJ1999PTC035945,,1900000
300,470,470,Chandukaka Saraf And Sons Private Limited,U27205PN2006PTC128578,,1900000
301,975,975,Halliburton Technology India Private Limited,U72900PN2006FTC129234,,1900000
302,1218,1218,Janatics India Private Limited,U31103TZ1991PTC003409,,1900000
303,1597,1597,Mindstix Software Labs Private Limited,U72900MH2011PTC215346,,1900000
304,28,28,Acclaris Business Solutions Private Limited,U74140WB2003PTC096338,,1900000
305,1923,1923,Polyhydron Systems Private Limited,U31200KA1990PTC010883,,1900000
306,2601,2601,Toyoda Gosei South India Private Limited,U25111KA1998PTC024273,22.0,1900000
307,215,215,Arya Omnitalk Wireless Solutions Private  Limited,,,1900000
308,1531,1531,Matrix Comsec Private Limited,U72200GJ1998PTC034047,,1900000
309,2128,2128,Rsh Global Private Limited,U24246WB2005PTC103808,,1900000
310,13,13,Aadhar Housing Finance Limited,U65922MH2010PLC202721,65.0,1900000
311,289,289,Badulipar Ltd,U01132AS1980PLC001815,,1800000
312,1692,1692,National Scheduled Tribes Finance And Development Corporation Co U S 25,U74899DL2001NPL110356,,1800000
313,781,781,F. C. Sondhi & Co. (India) Private Limited,U36939PB1961PTC002402,,1800000
314,146,146,Ameriprise India Private Limited,U72200DL2005PTC139739,,1800000
315,1640,1640,Mpp Technologies Private Limited,U31909KA1997PTC022626,,1800000
316,1232,1232,Jdm Credit Services Private Limited,U74140DL2004PTC124328,,1800000
317,512,512,Clsa India Private Limited,U67120MH1994PTC083118,,1800000
318,2642,2642,Udhay-Vj Realty Private Limited,U04520GJ2005PTC072046,,1800000
319,491,491,Christie'S India Private Limited,,,1800000
320,1875,1875,Pegasystems Worldwide India Private Limited,U72200TG2007FTC055018,,1800000
321,2057,2057,Realpage India Private Limited,U72200TG2007FTC055460,,1800000
322,520,520,Colruyt It Consultancy India Private Limited,U72300TG2007PTC053130,,1800000
323,714,714,Electralloy Special Steel Castings Private Limited,U27101TN1979PTC008034,,1700000
324,1435,1435,Lotus Wireless Technologies India Private Limited,U32202AP2003PTC041908,,1700000
325,1106,1106,Imi Norgren Herion Private Limited,U29119DL1995PTC074916,,1700000
326,2432,2432,Subhash Infraengineers Private Limited,U45200DL2009PTC195225,,1700000
327,1049,1049,Hitesh Plastics Private Limited,U25209MH1989PTC050912,,1700000
328,2050,2050,Ravi Infrabuild Projects Private Limited,U45201RJ2009PTC028378,,1700000
329,2141,2141,S G S India Private Limited,U74990MH1950PTC008117,,1700000
330,2577,2577,The Swastik Safe Deposit And Investments  Ltd,,,1700000
331,2351,2351,Sodium Metal Pvt Ltd,U24231GJ1970PTC001715,,1700000
332,712,712,Elan Pharma (India) Private Limited,U24230MH1997PTC108497,,1700000
333,2113,2113,Rockwell Collins (India) Enterprises Private Limited,U72200TG2007PTC056315,,1700000
334,1208,1208,Jagson Colorchem Limited,U24231GJ1996PLC030010,,1700000
335,2415,2415,Standard Radiators Private Limited,U34201GJ1965PTC001320,,1700000
336,1573,1573,Metro Global Business Services Private Limited,U74900PN2011PTC138620,,1700000
337,980,980,Hansa Metallics Limited,U27109PB1997PLC037940,,1700000
338,2475,2475,Suryoday Small Finance Bank Limited,,,1700000
339,2081,2081,Renew Wind Energy (Mp Two) Private Limited,U40106DL2013PTC260603,,1700000
340,2632,2632,Turakhia Overseas Pvt Ltd,U51909GJ1993PTC020217,,1600000
341,2683,2683,Valmet Automation Private Limited,U74210MH1999PTC122061,,1600000
342,2690,2690,Vapi Care Pharma Private Limited,U24231GJ1996PTC029124,,1600000
343,842,842,G G S Information Services India Private  Limited,,,1600000
344,1739,1739,Nirav Mercantile Private Limited,U16009MH2013PTC246461,,1600000
345,2175,2175,Salcomp Manufacturing India Private Limited,U30007TN2006PTC059330,,1600000
346,1377,1377,Kshema Power And Infrastructure Company Private Limited,U40102KL2013PTC033680,,1600000
347,526,526,Conax Access Systems Private Limited,U51395UP2003PTC063837,,1600000
348,1325,1325,Khandelwal Edible Oils Limited,U01122UP1999PLC024529,,1600000
349,1239,1239,Jinabakul Forge Private Limited,U29222KA1981PTC004417,,1600000
350,1166,1166,Inspiron Engineering Private Limited,U28920GJ1996PTC050337,,1600000
351,572,572,D2S Infrastructures Private Limited,U45203AS2003PTC007108,,1600000
