,Unnamed: 0,name,CIN,NIC,amount
84,1081,Nikon India Private Limited,U74999HR2007FTC036820,,4041000
85,118,Aradhana Investments Ltd,L67120WB1973PLC029135,,4000000
86,795,Kalamandir Jewellers Limited,U36911MH2009PLC269643,,4000000
87,993,Minix Holdings Private Limited,U65990GJ1999PTC035944,,4000000
88,1032,My Healthskape Medicals Private Limited,U33100MH2003PTC139877,,3964965
89,304,Chennai Radha Engineering Works Private Limited,U28113TN2005PTC056452,,3937000
90,276,Camphor And Allied Products Ltd,L17299GJ1972PLC011626,13.0,3900000
91,1660,Venco Research And Breeding Farm Private  Limited,,,3810000
92,318,Citrix R&D; India Private Limited,U72300KA2001PTC029871,,3740032
93,91,Anjana Software Solutions Private Limited,U72300TN1999PTC043603,,3700000
94,538,Gerdau Steel India Private Limited,U27109AP1993PTC015499,,3700000
95,761,Jinabakul Forge Private Limited,U29222KA1981PTC004417,,3610000
96,1310,Sabic Research And Technology Private Limited,U17119KA1998PTC080762,,3599667
97,234,Blackberry India Private Limited,U51909DL2004PTC127902,,3554647
98,227,Biochem Pharmaceutical Industries Limited Part Ix,U24230MH2004PLC149397,21.0,3550000
99,341,Copal Research India Private Limited,U72900DL2002PTC118236,72.0,3527185
100,741,J. M. Huber India Private Limited,U24110MH1992PTC068071,,3507270
101,738,J Mitra And Co Private Limited,U52110DL1969PTC005010,,3500000
102,1066,Nec Technologies India Private Limited,U74899DL2005PTC142239,,3500000
103,385,Deutsche Investments India Private Limited,U65923MH2005PTC153486,,3500000
104,995,Miot Hospitals Private Limited,U85110TN1994PTC026791,,3500000
105,1704,Western Outdoor Interactive Private Limited,U72200MH1996PTC099074,,3414000
106,1393,Sigma Aldrich Chemicals Private Limited,U02411KA2003PTC031488,,3318167
107,1010,Momentive Performance Materials (India) Private Limited,U24299KA1995PTC019244,,3308940
108,782,Juniper Networks India Private Limited,U72200MH2000FTC126336,,3301778
109,1208,Prokarma Softech Private Limited,U72200TG2004PTC043074,,3243410
110,1503,Synchrony International Services Private Limited,U72200TG2008PTC088404,,3225000
111,1228,Rabo India Finance Limited,U65929HR1998PLC037509,64.0,3176020
112,77,Amnet Systems Private Limited,U72300TN2000PTC045280,,3169626
113,483,Fidelity Business Services India Private Limited,U72200KA2002PTC056311,,3140000
114,69,Amba Research (India) Private Limited,U73100KA2004PTC034485,,3132036
115,241,Bobst India Private Limited,U51909MH1995PTC091771,,3125000
116,945,Manish Packaging Private Limited,U25209GJ1997PTC031603,,3093000
117,1511,T P Roy Chowdhury & Co Private Limited,U51109WB1956PTC023162,,3085000
118,611,Head Infotech India Pvt Ltd,U72200TG2006PTC049254,72.0,3050000
119,381,Den Satellite Network Private Limited,U74990MH2008PTC177440,,3010000
120,102,Antique Finance Private Limited,U65990MH2005PTC156892,,3000000
121,1075,Neptunus Power Plant Services Private Limited,U74210MH1996PTC100435,,3000000
122,1149,Parle Biscuits Private Limited,U15412MH1974PTC017797,10.0,2978000
123,377,Dell Business Process Solutions India Private Limited,U72900KA2011PTC060769,,2964372
124,894,Lmj International Ltd.,U51226WB1992PLC056951,,2931500
125,1576,Tieto Software Technologies Limited,U72200PN2004PLC019214,,2870000
126,1461,Statestreet Global Advisors India Private Limited,,,2850000
127,1446,Sri Lalitha Enterprises Industries Private Limited,U15311AP2004PTC044806,,2800000
128,694,Indian Renewable Energy Development Agen Cy Limited,,,2770000
129,233,Bla Coke Private Limited,U23101MH2005PTC189826,,2768795
130,484,Fidelity Information Services India Private Limited,U72200DL2002PTC114964,,2737383
131,675,Il&Fs; Rail Limited,,,2630000
132,1550,Texas Instruments (India) Private Limited,U29110KA1985PTC007067,,2622205
133,475,Eygbs (India) Private Limited,U74140KA2006PTC040620,,2596270
134,1056,Natural Sugar And Allied Industries Limited,U72214MH1998PLC121048,,2562539
135,953,Marquis Technologies Private Limited,U74999MH2008PTC184709,,2500000
136,1361,Shah Virchand Govanji Jewellars Private Limited,U36939GJ1996PTC030254,,2500000
137,268,Cadence Ams Design India Private Limited,U30006KA2005PTC036014,,2500000
138,866,La-Fin Financial Services Private Limited,U99999MH1996PTC102913,,2500000
139,737,J M Mhatre Infra Private Limited,U45202MH2010PTC199433,,2500000
140,796,Kaleesuwari Refinery Private Limited,U15142TN1984PTC010763,,2500000
141,810,Kc Maritime (India) Limited,U63032MH1997PLC109979,63.0,2500000
142,1668,Vibracoustic India Private Limited,,,2495869
143,1513,T-3 Energy Services India Private Limited,U40200PN2008FTC135459,40.0,2492701
144,85,Andhra Organics Limited,U24116TG1991PLC012314,,2418516
145,1324,Salcomp Manufacturing India Private Limited,U30007TN2006PTC059330,,2390778
146,232,Bitwise Solutions Private Limited,U72200PN1997PTC015155,,2382924
147,11,Abad Fisheries Private Limited,U05001KL2006PTC019362,,2364534
148,843,Kothari Metals Ltd,U28113WB1977PLC031033,,2325000
149,1709,Xilinx India Technology Services Private Limited,U72200TG2006PTC049156,,2321721
150,312,Cibersites India Private Limited,U72200KA2000PTC026214,,2304000
151,298,Chandukaka Saraf And Sons Private Limited,U27205PN2006PTC128578,,2286279
152,489,Fisher Biopharma Services (India) Private Limited,U73100GJ2006PTC047438,,2273000
153,1252,Rbs Financial Services (India) Private Limited,U67120MH1997PTC112574,,2232315
154,530,Ge India Exports Private Limited,U33130DL2000PTC232915,,2212000
155,81,Amrut Distilleries Private Limited,U51101KA1972PTC002246,,2200000
156,1119,Omega Renk Bearings Private Limited,U34300MP2000PTC014435,,2200000
157,135,Aspee Agro Equipment Pvt Ltd,U29219GJ1972PTC002087,29.0,2175519
158,1478,Sukhbir Agro Energy Limited,U40101PB1999PLC023197,,2171000
159,1705,Williams Lea India Private Limited,U72100TN2004PTC062866,,2170819
160,1332,Sandisk India Device Design Centre Private Limited,U72300KA2005PTC035961,,2128635
161,300,Chem-Trend Chemicals Company Private Limited,U99999KA2001PTC041703,,2121000
162,889,Liebherr Machine Tools India Private Limited,U02922KA2003PTC032082,,2110000
163,239,Bnp Paribas India Solutions Private Limited,U72200MH2005PTC151511,,2100000
164,445,Emulex Communications Private Limited,U72900KA2001PTC028447,,2063752
165,729,Iqor India Services Private Limited,U74140DL2004PTC129563,,2046703
166,1711,Yamazaki Mazak India Private Limited,U29299PN2008FTC131662,,2020710
167,8,Aaiswarya Dyeing Mills Private Limited,U17119GJ1993PTC020372,,2007000
168,800,Kalyan Silks Trichur Private Limited,U51311KL2001PTC014624,,2004278
169,166,B L Lifesciences Private Limited,U33112DL1999PTC098641,,2000000
170,379,Deloitte Shared Services India Private Limited,U65990MH1979PTC021763,,2000000
171,878,Latent View Analytics Private Limited,U72300TN2006PTC058481,,2000000
172,544,Global Information Systems Technology Private Limited,U74899DL1990PTC040480,,2000000
173,1194,Pramol Traders Holdings Private Limited,U67120GJ2006PTC047601,,2000000
174,910,Madurai Power Corporation Private Limited,U40105TN1995PTC047928,,2000000
175,290,Centex International Private Limited,U18109DL2010PTC206616,,1993425
176,711,Infinera India Private Limited,U72900KA2002PTC030982,,1960000
177,456,Ess Kay Fincorp Private Limited,,,1960000
178,55,Allegis Services (India) Private Limited,U74140KA2005PTC035624,,1955000
179,438,Emco Goa Private Limited,U13209GA1965PTC000046,,1940000
180,1673,Vimalachal Print And Pack Pvt Ltd,U74950GJ1993PTC020669,,1920111
181,669,Ifm Electronic India Private Limited,U31200PN2009FTC133682,,1899884
182,1450,Srijan Realty Private Limited,U51909WB1996PTC078214,,1890000
183,476,Facilities And Building Solutions Private Limited,U74140KA2005PTC035529,,1871872
184,592,Gulf Asphalt Private Limited,,,1861950
185,1667,Viat Instruments Pvt.Ltd.,U51909WB1994PTC065391,,1856000
186,274,Cameron Manufacturing (India) Private Limited,U29120TZ2001PTC009632,,1848147
187,1211,Property Ventures (India) Private Limited,U45200RJ2000PTC034234,,1815000
188,1072,Nelson Global Products India Private Limited,U29112PN1999PTC013401,,1800000
189,173,Bageecha Glades Private Limited,U01122MH1997PTC108283,,1800000
190,754,Jehan Numa Palace Hotel Pvt Ltd,U55101MP1972PTC001137,,1800000
191,1221,R C Sood And Co Private Ltd,U74899DL1954PTC002361,74.0,1800000
192,809,Kaynes Technology India Private Limited,U29128KA2008PTC045825,,1744064
193,1179,Polyplastics Industries (India) Private Limited.....,U51103HR2008PTC038320,,1744000
194,1124,Onkar Infotech Private Limited,U72200DL2000PTC103314,,1740000
195,154,Avanti Institute Of Cardiology Pvt Ltd,U85100MH1993PTC074769,,1731429
196,168,Baazar Retail Limited,U51311WB1998PLC087828,,1707200
197,805,Karnataka Antibiotics And Pharmaceuticals Limited,U24231KA1981GOI004145,21.0,1705000
198,950,Marion Biotech Private Limited,U24233DL1999PTC099895,,1700000
199,659,I P Support Services (India) Pvt Ltd,U74210DL1967PTC016861,,1700000
200,1321,Saj Food Products Private Limited,U15315WB2000PTC092589,,1694000
201,266,C.P.Aquaculture (India) Private Limited,U05001TN1994PTC029251,,1675998
202,1466,Stellar Information Technology Private Limited,U72300DL2006PTC147288,,1675000
203,839,Koshambh Multitred Pvt Ltd,U74999GJ1995PTC025198,,1663000
204,1139,Pai International Electronics Limited,U05190KA2005PLC035984,,1661546
205,408,Dsl Hydrowatt Limited,U40101HP2001PLC024791,40.0,1600000
206,1371,Shivsagar Bidi Works Pvt Ltd,U16002MH1983PTC031012,,1600000
207,51,Alco Company Private Limited,U66010MH1944PTC004164,,1600000
208,447,Endurance Technologies Private Limited (Cn),U34102MH1999PTC123296,29.0,1600000
209,1447,Sri Narasus Coffee Company Private Limited,U15492TZ2009PTC015131,,1600000
210,1218,Qed Agro Systems Private Limited,U01409KA2000PTC026862,1.0,1542001
211,1342,Sarat Chatterjee & Co (Visakhapatnam) Pvt Ltd,U25202WB1975PTC029962,,1541832
212,812,Keerthi Estates Private Limited,U70101TG1994PTC018980,,1535606
213,261,Bunge India Private Limited,U15421MH1958PTC174267,,1500030
214,884,Legris India Private Limited,U74899HR2001PTC048721,,1500000
215,1602,Tropical Agro System (India) Private Limited,U24210TN1969PTC005774,,1500000
216,1076,Nerul Impex Private Limited,U51100PN1999PTC133269,,1500000
217,1460,Star Chemicals (Bombay) Private Limited,U24100MH1962PTC012351,,1500000
218,403,Doosan Power Systems India Private Limited,U31101DL2000PTC258626,,1490664
219,752,Jay Jay Mills India Private Limited,U17111TZ1999PTC009101,,1490000
220,281,Cargill Global Trading India Private Limited,U51909DL2002PTC118226,51.0,1482243
221,457,Essar Bulk Terminal (Salaya) Limited,U63032MH2007PLC176225,63.0,1475000
222,596,Gupta H.C. Overseas (I) Private Limited,U74900UP2008PTC035071,,1453957
223,2,A L M Industries Limited,U19111DL1996PLC129067,,1443450
224,280,Carclo Technical Plastics Private Limited,U31409KA2007PTC042481,,1428000
225,1458,Standard Radiators Private Limited,U34201GJ1965PTC001320,,1406000
226,987,Milan Laboratories (India) Private Limited,U24230MH2003PTC139736,,1400000
227,1639,VAISHNO DEVI DAIRY PRODUCTS LIMITED,U15203PN2007PLC130147,,1400000
228,1354,Sds Ramcides Cropscience Private Limited,U24117TN1994PTC029550,,1400000
229,121,Ariba Technologies India Private Limited,U72900KA2000PTC027540,,1396800
230,1489,Sungard Solutions (India) Private Limited,U72200PN1993PTC151736,,1386289
231,462,Etisalat Software Solutions Private Limited,U72200KA2007PTC042080,,1362937
232,965,Megawin Switchgear Private Limited,U31200TZ2005PTC012211,,1350000
233,1107,Nyk Auto Logistics (India) Private Limited,U63000MH2004PTC143860,,1350000
234,273,Calsoft Private Limited,U72200PN1998PTC012650,,1337999
235,601,Halliburton Technology India Private Limited,U72900PN2006FTC129234,,1337184
236,1195,Prashant Castech Private Limited,U27310GJ2009PTC056501,,1328250
237,1383,Shri Gurudatt Sugars Limited,U15424PN2000PLC014367,,1309300
238,980,Metrohm India Limited,U29130TN1997PLC037666,,1300000
239,821,Khandwala Enterprise Private Limited,U51909GJ2004PTC069573,,1300000
240,1341,Saraogi Udyog Private Limited,U23109WB1996PTC079509,,1297000
241,1182,Poona Shims Pvt Ltd,U29302PN1981PTC024033,,1286267
242,1238,Rajkamal Builders Infrastructure Private Limited,U45201GJ1998PTC035058,,1272949
243,76,Ametek Instruments India Private Limited,U29200KA2008PTC047509,,1260000
244,514,Gadre Marine Export Pvt Ltd,U51223PN1994PTC078366,,1250327
245,451,Ericsson India Private Limited,U74120DL2008FTC180337,,1250000
246,126,Arthanari Loom Centre Textile Private Limited,U18101TZ1991PTC003485,,1250000
247,1305,S R C Aviation Private Limited,U74899DL1995PTC071383,,1236395
248,5,A.B. Grain Spirits Private Limited,U15500PB2005PTC027841,,1236152
249,340,Cooper Corporation Private Limited,U27101PN1982PTC026229,,1202787
250,1136,P S Atree And Co Private Limited,U63040DL1998PTC093350,,1200000
251,651,Htc Holdings Private Limited,U72200TN2005PTC056545,,1200000
252,924,Mahima Real Estate Private Limited,U70101RJ1996PTC011675,,1200000
253,1462,Statestreet Hcl Services (India) Private  Limited,,,1200000
254,1222,R P Basmati Rice Limited,U15312HR2001PLC034739,,1200000
255,562,Grace Davison Chemicals India Private Limited,U24118MH1995PTC085349,,1200000
256,678,Ims Health Technology Solutions India Private Limited,U72200KA2004FTC033439,,1200000
257,364,Dabwali Transport Company Limited,U60231PB1943PLC003353,,1200000
258,976,Meso Private Limited,U15140MH1992PTC068508,,1197198
259,788,K Patel Chemo-Pharma Private Limited,U24299GJ1974PTC002632,,1193000
260,799,Kals Distilleries Private Limited,U15511TN2007PTC065347,,1179000
261,1664,Verisign Services India Private Limited,U72900KA2003PTC031887,,1178286
262,194,Beam Global Spirits & Wine (India) Private Limited,U73100DL1991PTC046606,,1173000
263,201,Best Foods Limited,U55109CH2003PLC025876,55.0,1168000
264,1249,Ratilal Bhagwandas Construction Company P Ltd,U70101MH1990PTC059577,,1162100
265,1404,Sling Media Private Limited,U72200KA2004PTC034737,,1160000
266,1017,Mrc Transolutions Private Limited,U63040MH1985PTC038116,,1155000
267,745,Jagruti Sugar & Allied Industries Limited,U15424MH2009PLC193824,,1154010
268,957,Matrix Comsec Private Limited,U72200GJ1998PTC034047,,1136425
269,639,Hitesh Plastics Private Limited,U25209MH1989PTC050912,,1134735
270,985,Microsoft Research Lab India Private Limited,U73100DL2004PTC129754,72.0,1128300
271,350,Crest Premedia Solutions Private Limited,U72200PN2006FTC128967,,1115000
272,1360,Seyad Home Industries Private Limited,U51909TN2002PTC049789,,1107000
273,1381,Shri Ashutosh Structures Private Limited,U40109CT2002PTC015421,,1100000
274,637,Hitachi Hi-Rel Power Electronics Private Limited,U72200GJ1990PTC013246,,1090000
275,3,A R B Bearings Limited,U74899DL1990PLC039861,,1084000
276,1389,Shweta Infrastructure And Housing (India) Private Limited,U45200MH2005PTC155493,,1083048
277,981,Michell Bearings (India) Private Limited,U29299KA1993PTC014492,,1076079
278,1658,Veer Overseas Limited,U51909HR1994PLC032254,,1063650
279,1681,Vision Sponge Iron Private Limited,U94315WB2002PTC094315,,1050597
280,407,Dresser Valve India Private Limited,U29100TZ1995PTC014379,,1046205
281,716,Ingenero Technologies (India) Private Limited,U51900MH2000FTC128454,,1024000
282,713,Infosoft Global Private Limited,U72200WB2005PTC101108,,1005000
283,336,Concordia International (India) Services Private Limited,,,1003302
284,1372,Shoft Shipyard Private Limited,U74210MH2001PTC130617,,1003000
285,263,C L Gupta Exports Limited,U74999DL2004PLC125090,74.0,1000220
286,359,D B Engineering Private Ltd,U74899DL1986PTC026541,,1000000
287,1212,Pruksa India Housing Private Limited,U70102KA2009PTC048926,,1000000
288,1518,Talbros International Limited,U31909HR1980PLC010226,31.0,1000000
289,472,Extreme Networks India Private Limited,U72100TN2004PTC054682,,1000000
290,915,Mahalakshmi Infraprojects Limited,U45203PN2000PLC015630,45.0,1000000
291,1496,Supriya Lifescience Limited,U51900MH2008PLC180452,,1000000
292,1330,Sanand Properties Private Limited,U70101PN1997PTC111093,,1000000
293,1666,Vf Brands India Private Limited,U17110KA2006PTC067548,,1000000
294,287,Ceb India Private Limited,U74140HR2004PTC035324,,996410
295,138,Assystem Technologies India Private Limited,U72900KA2008FTC046904,,968000
296,148,Autonomy Software Asia Private Limited,U72200KA2000PTC026561,,955054
297,1620,Unicorn Natural Products Limited,U01119AP1992PLC014205,1.0,950000
298,330,Coface India Credit Management Services Private Limited,U74140MH2001FTC130702,,945000
299,73,Ambuja Intermediates Limited,U24231GJ1988PLC011091,21.0,938311
300,246,Bothra Shipping Services Private Limited,U61200WB2011PTC166481,,936124
301,496,Fluor Daniel India Private Limited,U74899DL1995PTC070677,,925258
302,603,Harbinger Systems Private Limited,U72200PN1997PTC112423,,925000
303,1587,Tractebel Engineering Private Limited,U74899DL2000PTC104134,,885838
304,635,Hirotec India Private Limited,U72200TZ2005PTC011837,,877500
305,531,General Industrial Controls Pvt Ltd,U31200MH1974PTC017615,,876000
306,1414,Sodium Metal Pvt Ltd,U24231GJ1970PTC001715,,860000
307,613,Hemani Chemiorganic Private Limited,U24110MH1995PTC095638,,850000
308,681,Indapur Dairy And Milk Products Limited,U15204PN2001PLC016485,,839014
309,882,Lease Plan India Private Limited,U74899DL1983PTC015230,,834928
310,956,Mastercard Mobile Transactions Solutions Private Limited,U72200GJ2005PTC046802,72.0,820950
311,136,Aspinwall And Company Limited,U74999KL1920PLC001389,,820000
312,746,Jai India Weaving Mills Private Limited,U17115TZ2003PTC010472,,817331
313,84,Anant Commodities Private Limited,U15143MP2002PTC015203,,800000
314,1220,Quest Global Engineering Private Limited,U72200KA2008PTC047200,,800000
315,1358,Semikron Electronics Private Limited,U32106MH1983PTC029136,,800000
316,1694,Weir Minerals (India) Private Limited.,U74899DL1992PTC050465,,798860
317,1415,Software Paradigms Infotech Private Limited,U72200KA2008PTC045684,,795825
318,162,Axis Electrical Components (India) Private Limited,U31200MH1997PTC108174,,790347
319,480,Fena Private Limited,U74899DL1986PTC025829,,766000
320,1157,Pennar Engineered Building Systems Limited,U45400AP2008PLC057182,,760000
321,814,Kennametal Shared Services Private Limited,U64202KA2005PTC035759,,750000
322,61,Altair Engineering India Private Limited,U72200KA1996PTC020391,,750000
323,876,Lanxess India Private Limited,U24119MH2004PTC158377,,750000
324,40,Agni Steels Private Limited,U27310TZ1989PTC003060,,749051
325,101,Antares Systems Limited,U72900KA1997PLC023187,,744219
326,1172,Pnb Housing Finance Limited,U65922DL1988PLC033856,64.0,741606
327,1422,Sonus Networks India Private Limited,U72200KA2004PTC033788,,723368
328,1642,Vadamalayan Hospitals Private Limited.,U85110TN2008PTC067227,,714000
329,58,Allscripts (India) Private Limited,U72200GJ1998PTC034948,,712732
330,1243,Ramkrishy Infrastructure Private Limited,U45203KA2008PTC045706,,710533
331,1080,Nidec Industrial Automation India Private Limited,,,708231
332,919,Maharashtra Enviro Power Limited,U40105MH2005PLC150780,,705901
333,129,Ashida Electronics Private Limited,U21109MH1994PTC081216,,705504
334,1000,Mitsu Private Limited,U24231GJ1993PTC038905,,700000
335,1003,Mixon Holdings Private Limited,U65990GJ1999PTC035945,,700000
336,412,Dte Exports Pvt Ltd,U16001AP1994PTC017972,,700000
337,156,Avinash Developers Private Limited,U45201CT1997PTC012395,45.0,700000
338,122,Aries Organics Private Limited,U24117GJ1995PTC024832,,700000
339,1180,Pon Pure Chemical India Private Limited,U24111TN1998PTC040872,,700000
340,542,Gina Engineering Company Private Limited,U04520KA1988PTC009201,,692942
341,720,Integral Biosciences Private Limited,U73100DL2007PTC162147,,675000
342,677,Impetus Infotech (India) Private Limited,U72100MP2000PTC014455,,671000
343,1677,Virchow Biotech Private Limited,U24210TG2001PTC036520,,661500
344,313,Ciena Communications India Private Limited,U74900DL2010PTC198324,,659017
345,367,Dalmia Cement East Limited,U45209DL2008PLC175321,45.0,657404
346,769,Johnson Controls Automotive Limited,U34300PN1996PLC015038,,650000
347,1062,Nazareth Foods Private Limited,U15135TN2001PTC047488,,647000
348,717,Inspiron Engineering Private Limited,U28920GJ1996PTC050337,,636000
349,1680,Vishnu Prakash R Punglia Limited,U45203MH2013PLC243252,,628900
350,1090,Nj Indiainvest Private Limited,U67120GJ2000PTC037674,66.0,625000
351,861,L&T; Construction Equipment Limited,,,618000
352,966,Megger (India) Private Limited,U31401MH2009FTC191227,,610000
353,1217,Qburst Technologies Private Limited,U30006KL2004PTC017576,,602398
354,88,Angel Commodities Broking Pvt Ltd,U67120MH1996PTC100872,,600000
355,1133,Overseas Polymers Private Limited,U25209MH1995PTC091368,,600000
356,1123,Omron Automotive Components India Private Limited.,U31908HR2007PTC036926,,600000
357,863,L&T; Hydrocarbon Engineering Limited,,,600000
358,849,Kpmg Resource Centre Private Limited,U74140MH2005PTC153503,,597000
359,837,Komatsu India Private Limited,U29244TN2005PTC058357,29.0,590991
360,197,Bechtel India Private Limited,U74899DL1994FTC058514,,584640
361,568,Great Galleon Ventures Limited,,,584000
362,1429,Spectra Products Private Limited,U74899DL1991PTC046647,,580000
363,1600,Trissur Sand And Gravel Pvt Ltd,U51432KL1991PTC005978,,578300
364,1335,Sankhla Vinyl Private Limited,U27104KA1989PTC009773,,575989
365,1580,Tokyo Plast International Ltd,L25209MH1992PLC069617,,572000
366,1465,Stelco Limited,U27310PB1993PLC013400,,550000
367,676,Imi Mobile Private Limited,U72200TG1987PTC007601,,550000
368,1258,Regency Nirman Limited,U45200MH2005PLC153966,,550000
369,672,Igopl Offshore Private Limited,U11101MH2008PTC183100,,540000
370,28,Aditi Technologies Private Limited,,,522000
