,SNo.,company,amount
0,1,Thdc India Limited,"16,500,000.00"
1,2,Max India Limited,"4,500,000.00"
2,3,Kotak Mahindra Bank Limited,"1,900,000.00"
3,4,Max Life Insurance Company Limited,"1,800,000.00"
4,5,Emerson Process Management Power And Water Solutions India Private Limited,"1,400,000.00"
5,6,Windlas Biotech Private Limited,"900,000.00"
6,7,I.M.S.I.(India) Private Ltd.,"700,000.00"
7,8,Autonomy Software Asia Private Limited,"500,000.00"
8,9,Lt Foods Limited,"300,000.00"
9,10,Auto Ignition Limited,"300,000.00"
10,11,Shivam Autotech Limited,"200,000.00"
11,12,C J International Hotels Limited,"200,000.00"
12,13,F. C. Sondhi & Co. (India) Private Limited,"100,000.00"
13,14,The India Thermit Corporation Limited,"100,000.00"
14,15,Hema Laboratories Pvt Ltd,0.00
15,16,Uttarakhand Power Corporation Limited,0.00
