,SNo.,company,amount
0,1,Axis Bank Limited,"18,400,000.00"
1,2,Sat Kaival Hospital Private Limited,"4,200,000.00"
2,3,Idmc Limited,"2,400,000.00"
3,4,Power Build Private Limited,"2,200,000.00"
4,5,Emtici Engineering Limited,"1,200,000.00"
5,6,Swiss Glascoat Equipments Limited,"500,000.00"
6,7,Universal Medicap Limited,"300,000.00"
7,8,Patel Infrastructure Private Limited,"300,000.00"
8,9,Spectrum Johnson Tiles Private Limited,"100,000.00"
9,10,Zerodha Commodities Private Limited,"100,000.00"
10,11,Vidya Wires Private Limited,0.00
11,12,System Level Solutions (India ) Private Limited,0.00
