,SNo.,company,amount
0,1,Kpmg Global Services Private Limited,"11,700,000.00"
1,2,Adidas India Marketing Private Limited,"3,900,000.00"
2,3,Kpmg Resource Centre Private Limited,"2,700,000.00"
3,4,Mercer Consulting (India) Private Limited,"2,700,000.00"
4,5,Hi Tech Grain Processing Private Limited,"2,500,000.00"
5,6,Ikea Services India Private Limited,"2,500,000.00"
6,7,Federal-Mogul Tpr (India) Limited,"2,300,000.00"
7,8,Munjal Showa Limited,"2,000,000.00"
8,9,Shivam Autotech Limited,"1,700,000.00"
9,10,Ameriprise India Private Limited,"1,400,000.00"
10,11,Milliman India Private Limited,"1,400,000.00"
11,12,Mps Limited,"1,300,000.00"
12,13,Darcl Logistics Limited,"900,000.00"
13,14,Hdfc Standard Life Insurance Company Limited,"800,000.00"
14,15,Markem - Imaje India Private Limited,"700,000.00"
15,16,Mastercard India Services Private Limited,"600,000.00"
16,17,Ceb India Private Limited,"500,000.00"
17,18,Shri Balaji Buildmate Private Limited,"500,000.00"
18,19,Orient Refractories Limited,"400,000.00"
19,20,Lt Foods Limited,"400,000.00"
20,21,Dunnhumby It Services India Private Limited,"400,000.00"
21,22,Kei Industries Limited,"200,000.00"
22,23,Interglobe Technologies Private Limited,"200,000.00"
23,24,Golden Agri Resources (India) Private Limited,"200,000.00"
24,25,Cisco Commerce India Private Limited,0.00
