,SNo.,company,amount
0,1,Persistent Systems Limited,"106,900,000.00"
1,2,Shamyak Investment Private Limited,"103,600,000.00"
2,3,Dhariwal Industries Private Limited,"60,000,000.00"
3,4,Yardi Software India Private Limited,"41,600,000.00"
4,5,Bajaj Finance Limited,"32,000,000.00"
5,6,Volkswagen India Private Limited,"27,900,000.00"
6,7,Accelya Kale Solutions Limited,"26,800,000.00"
7,8,Bajaj Allianz General Insurance Company Limited,"24,600,000.00"
8,9,Kalyani Steels Ltd,"21,800,000.00"
9,10,Credit Suisse Services (India) Private Limited,"21,300,000.00"
10,11,Skf India Limited,"18,300,000.00"
11,12,Carraro India Private Limited,"16,000,000.00"
12,13,Sai Service Private Limited,"15,000,000.00"
13,14,Kalyani Carpenter Special Steels Private  Limited,"14,600,000.00"
14,15,Power Grid Corporation Of India Limited,"13,400,000.00"
15,16,Oerlikon Balzers Coating India Private Limited,"12,000,000.00"
16,17,Bajaj Finserv Limited,"11,100,000.00"
17,18,Bajaj Allianz Life Insurance Company Limited,"11,000,000.00"
18,19,Bajaj Holdings & Investment Limited.,"10,100,000.00"
19,20,Ameya Logistics Private Limited,"10,000,000.00"
20,21,Sandvik Asia Private Limited,"9,000,000.00"
21,22,Parakh Agro Industries Ltd,"8,600,000.00"
22,23,P-One Infrastructure Private Limited,"8,500,000.00"
23,24,Fiserv India Private Limited,"8,400,000.00"
24,25,Kirloskar Pneumatic Company Limited,"8,100,000.00"
25,26,Emitec Emission Control Technologies India Private Limited,"7,200,000.00"
26,27,Acg Pampac Machines Private Limited,"7,100,000.00"
27,28,Lonsen Kiri Chemical Industries Limited,"7,100,000.00"
28,29,Magarpatta Township Development And Construction Company Limited,"6,900,000.00"
29,30,Bmc Software India Private Limited,"6,400,000.00"
30,31,Wilo Mather And Platt Pumps Private Limited,"6,400,000.00"
31,32,Kirloskar Industries Limited,"6,100,000.00"
32,33,Pnb Housing Finance Limited,"6,000,000.00"
33,34,Vulkan Technologies Private Limited,"5,800,000.00"
34,35,Piaggio Vehicles Private Limited,"5,800,000.00"
35,36,Aditya Birla Finance Limited,"5,700,000.00"
36,37,Principal Global Services Private Limited,"5,500,000.00"
37,38,Il&Fs; Financial Services Limited,"5,300,000.00"
38,39,Keihin Fie Private Limited,"4,900,000.00"
39,40,Bitwise Solutions Private Limited,"4,800,000.00"
40,41,T-3 Energy Services India Private Limited,"4,300,000.00"
41,42,Faurecia Interior Systems India Private Limited,"4,200,000.00"
42,43,Indostar Capital Finance Limited,"4,100,000.00"
43,44,Sears It & Management Services India Private Limited,"4,100,000.00"
44,45,City Corporation Limited,"4,000,000.00"
45,46,Chemetall India Private Limited,"4,000,000.00"
46,47,Advik Hi-Tech Private Limited,"3,900,000.00"
47,48,Uni Klinger Limited,"3,800,000.00"
48,49,Schindler India Private Limited,"3,700,000.00"
49,50,Polybond (India) Pvt Ltd,"3,600,000.00"
50,51,Tieto India Private Limited,"3,500,000.00"
51,52,Zs Associates India Private Limited,"3,500,000.00"
52,53,Harita Fehrer Limited,"3,500,000.00"
53,54,International Biotech Park Limited,"3,500,000.00"
54,55,Fleetguard Filters Private Limited,"3,400,000.00"
55,56,Ador Welding Limited,"3,300,000.00"
56,57,Capital First Limited,"3,300,000.00"
57,58,Premium Transmission Limited,"3,300,000.00"
58,59,Alicon Castalloy Limited,"3,200,000.00"
59,60,Bobst India Private Limited,"3,200,000.00"
60,61,Baramati Cattlefeeds Pvt Ltd,"3,100,000.00"
61,62,Hdb Financial Services Limited,"3,000,000.00"
62,63,Standard Chartered Private Equity Advisory (India) Private Limited,"2,800,000.00"
63,64,Pegasus Properties Private Limited,"2,500,000.00"
64,65,Danfoss Power Solutions India Private Limited,"2,500,000.00"
65,66,Gera Developments Private Limited,"2,500,000.00"
66,67,Mope Investment Advisors Private Limited,"2,500,000.00"
67,68,Brintons Carpets Asia Private Limited,"2,500,000.00"
68,69,Spicer India Private Limited,"2,500,000.00"
69,70,Adurjee & Bros Private Limited,"2,500,000.00"
70,71,Gharda Chemicals Limited,"2,500,000.00"
71,72,Synechron Technologies Private Limited,"2,400,000.00"
72,73,Ajwani Infrastructure Private Limited,"2,400,000.00"
73,74,Anvil Share And Stock Broking Private Limited,"2,200,000.00"
74,75,Fanuc India Private Limited,"2,200,000.00"
75,76,E-Square Leisure Private Limited,"2,200,000.00"
76,77,Flextronics Technologies (India) Private  Limited,"2,200,000.00"
77,78,Seagate Technology Hdd (India) Private Limited,"2,200,000.00"
78,79,Nerul Impex Private Limited,"2,200,000.00"
79,80,Yamazaki Mazak India Private Limited,"2,100,000.00"
80,81,Sungard Availability Services (India) Private Limited,"2,100,000.00"
81,82,Hirlekar Precision Instruments Private Limited,"2,100,000.00"
82,83,C.T.R. Manufacturing Industries Limited,"2,000,000.00"
83,84,Gabriel India Limited,"2,000,000.00"
84,85,Nocil Limited,"2,000,000.00"
85,86,Mastercard Mobile Transactions Solutions  Private Limited,"2,000,000.00"
86,87,Kumar Properties And Real Estate Private  Limited,"2,000,000.00"
87,88,Pudumjee Pulp And Paper Mills Limited,"2,000,000.00"
88,89,Halliburton Technology India Private Limited,"1,900,000.00"
89,90,Harita Seating Systems Limited,"1,900,000.00"
90,91,Artemis Medicare Services Limited,"1,900,000.00"
91,92,Agm India Advisors Private Limited,"1,900,000.00"
92,93,Subros Limited,"1,700,000.00"
93,94,Chandukaka Saraf And Sons Private Limited,"1,700,000.00"
94,95,Mahle Behr India Private Limited,"1,700,000.00"
95,96,Metro Global Business Services Private Limited,"1,700,000.00"
96,97,Better Value Holdings Private Limited,"1,600,000.00"
97,98,Vanaz Engineers Limited,"1,600,000.00"
98,99,Kirloskar Chillers Private Limited,"1,600,000.00"
99,100,L&T; Finance Limited,"1,500,000.00"
100,101,Bageecha Glades Private Limited,"1,400,000.00"
101,102,Spaco Technologies (India) Private Limited,"1,400,000.00"
102,103,Armstrong World Industries (India) Private Limited,"1,400,000.00"
103,104,Enpro Industries Private Limited,"1,400,000.00"
104,105,Subhash Chemical Industries Private Limited,"1,400,000.00"
105,106,Bt (India) Private Limited,"1,400,000.00"
106,107,Sj Contracts Private Limited,"1,400,000.00"
107,108,Desons Holdings And Finance Pvt Ltd,"1,300,000.00"
108,109,Andrew Telecommunications India Private Limited,"1,300,000.00"
109,110,J N Marshall Private Limited,"1,300,000.00"
110,111,Global Advertisement Services Private Limited,"1,300,000.00"
111,112,Orient Blackswan Private Limited,"1,300,000.00"
112,113,Industrial Metal Powders (India) Private Limited,"1,300,000.00"
113,114,Husco Hydraulics Private Limited,"1,300,000.00"
114,115,Rage Frameworks India Private Limited,"1,300,000.00"
115,116,Siemens Industry Software (India) Private Limited,"1,200,000.00"
116,117,Themis Medicare Limited,"1,200,000.00"
117,118,Forbes Marshall Arca Private Limited,"1,200,000.00"
118,119,Johnson Controls (India) Private Limited,"1,200,000.00"
119,120,Orient Technologies Private Limited,"1,200,000.00"
120,121,International Conveyors Ltd.,"1,200,000.00"
121,122,Tata Petrodyne Limited,"1,100,000.00"
122,123,Poona Shims Pvt Ltd,"1,100,000.00"
123,124,Sai Service Agency (Bombay) Private Limited,"1,100,000.00"
124,125,Dbxento Systems Private Limited,"1,100,000.00"
125,126,Rij Engineering Private Limited,"1,100,000.00"
