,SNo.,company,amount
0,1,Coal India Ltd Govt Of India Undertaking,"325,900,000.00"
1,2,Bandhan Financial Services Limited,"187,968,160.00"
2,3,Cesc Ltd,"151,560,826.00"
3,4,Patton International Ltd,"104,000,000.00"
4,5,Bajaj Allianz Life Insurance Company Limited,"66,500,000.00"
5,6,Firstsource Solutions Limited,"24,840,000.00"
6,7,Senco Gold Limited,"21,100,000.00"
7,8,Emami Paper Mills Limited,"17,729,000.00"
8,9,Srei Equipment Finance Limited,"15,200,000.00"
9,10,Dhunseri Petrochem Limited,"14,300,000.00"
10,11,Gkb Rx Lens Pvt Ltd,"12,520,305.00"
11,12,Zandu Realty Limited,"11,500,000.00"
12,13,Ramgad Minerals And Mining Limited,"10,000,000.00"
13,14,Banik Rubber Industries (India) Private Limited,"10,000,000.00"
14,15,Crescent Power Limited,"9,452,173.00"
15,16,Sk Nasiruddin Biri Merchants Pvt Ltd,"8,938,609.00"
16,17,J G Hosiery Private Limited,"8,100,977.00"
17,18,Pricewaterhousecoopers Service Delivery Center (Kolkata) Private Limited,"7,950,000.00"
18,19,Sbi Capital Markets Limited,"7,835,000.00"
19,20,Madhu Jayanti International Ltd,"6,000,000.00"
20,21,Bengal Finance And Investment Private Limited,"6,000,000.00"
21,22,Woodside Fashions Limited,"6,000,000.00"
22,23,Hospital Services Consultancy Corporation (India) Limited,"6,000,000.00"
23,24,Saregama India Limited,"5,400,000.00"
24,25,Dboi Global Services Private Limited,"5,400,000.00"
25,26,Experis It Private Limited,"5,300,000.00"
26,27,West Bengal Infrastructure Development Finance Corpn Ltd (Wbgovt Company),"5,200,000.00"
27,28,Bata India Ltd,"5,050,000.00"
28,29,Srei Infrastructure Finance Limited,"5,000,000.00"
29,30,G.D. Pharmaceuticals Private Limited,"4,819,258.00"
30,31,La Opala R G Limited,"4,736,000.00"
31,32,Hi-Tech Systems & Services Ltd.,"4,537,500.00"
32,33,Stock Holding Corporation Of India Limited,"4,025,000.00"
33,34,Balrampur Chini Mills Ltd,"3,745,000.00"
34,35,Tcg Lifesciences Private Limited,"3,600,000.00"
35,36,Meenakshi Mercantiles Ltd,"3,570,000.00"
36,37,Tata Aig General Insurance Company Limited,"3,537,603.00"
37,38,Apollo Gleneagles Hospital Limited,"3,490,000.00"
38,39,Dhunseri Tea & Industries Limited,"3,300,000.00"
39,40,Linde India Limited,"3,070,000.00"
40,41,Mangalam Fashions Limited,"3,000,000.00"
41,42,H C Commercial Ltd,"3,000,000.00"
42,43,Rba Properties Limited,"3,000,000.00"
43,44,Govind Commercial Co Ltd,"3,000,000.00"
44,45,Tractors India Private Limited,"2,811,532.00"
45,46,Edelweiss Financial Services Limited,"2,720,000.00"
46,47,Ganpati Industrial Pvt Ltd,"2,691,000.00"
47,48,P C Chandra Juels International Private Limited,"2,636,000.00"
48,49,National Insurance Co Ltd,"2,607,048.00"
49,50,The Peerless General Finance & Investment Co Ltd,"2,603,000.00"
50,51,Citystar Infrastructures Limited,"2,525,000.00"
51,52,Pn Memorial Neuro Centre & Research Institute Limited,"2,502,198.00"
52,53,Star Cement Limited,"2,500,000.00"
53,54,Bengal Nri Complex Ltd.,"2,496,000.00"
54,55,General Insurance Corporation Of India,"2,475,000.00"
55,56,Tega Industries Limited,"2,340,122.00"
56,57,Tata Communications Limited,"2,200,000.00"
57,58,Likhami Commercial Co. Ltd,"2,200,000.00"
58,59,Visual Percept Solar Projects Private Limited,"2,100,000.00"
59,60,P D P Steels Ltd,"2,021,000.00"
60,61,Mili Consultants And Investment Pvt Ltd,"2,000,000.00"
61,62,Krishnapatnam Port Company Limited,"2,000,000.00"
62,63,Tata Global Beverages Limited,"2,000,000.00"
63,64,Rsm Estates Limited,"2,000,000.00"
64,65,P C Chandra (Gems) Private Limited,"1,994,000.00"
65,66,Shyam Ferro Alloys Ltd.,"1,992,000.00"
66,67,Canon India Private Limited,"1,892,289.00"
67,68,Baazar Retail Limited,"1,850,000.00"
68,69,Fortune Park Hotels Limited,"1,748,000.00"
69,70,D. Navinchandra Gems Private Limited,"1,712,300.00"
70,71,Clean Max Enviro Energy Solutions Private Limited,"1,650,000.00"
71,72,Koppern Maco Services Private Limited,"1,625,000.00"
72,73,Merlin Projects Ltd.,"1,614,000.00"
73,74,Abci Infrastructures Private Limited,"1,600,000.00"
74,75,Dhunseri Investments Limited,"1,600,000.00"
75,76,Jekay International Track Pvt. Ltd.,"1,562,000.00"
76,77,Radhamani Textiles Private Limited,"1,537,500.00"
77,78,Srijan Realty Private Limited,"1,507,850.00"
78,79,J Thomas & Co Pvt Ltd,"1,400,000.00"
79,80,Container Corporation Of India Limited,"1,400,000.00"
80,81,The Jorehaut Tea Limited,"1,365,200.00"
81,82,Satyam Venture Engineering Services Private Limited,"1,364,399.00"
82,83,Magma Fincorp Limited,"1,355,000.00"
83,84,Ambuja Neotia Holdings Private Limited,"1,320,833.00"
84,85,Rnt Plantations Limited,"1,300,000.00"
85,86,Motilal Oswal Securities Limited,"1,300,000.00"
86,87,R.V. Investment And Dealers Ltd,"1,300,000.00"
87,88,Gee Limited,"1,212,000.00"
88,89,Arcum Engineering Pvt Ltd,"1,200,000.00"
89,90,Vesuvius India Ltd,"1,200,000.00"
90,91,The Punjab Produce & Trading Co. Pvt. Ltd.,"1,200,000.00"
91,92,Spencer International Hotels Limited,"1,175,000.00"
92,93,Rsh Global Private Limited,"1,150,000.00"
93,94,Esab India Limited,"1,105,000.00"
94,95,Dollar Industries Limited,"1,100,000.00"
95,96,Parcon (India) Pvt Ltd,"1,100,000.00"
96,97,Cuprum Bagrodia Limited,"1,072,000.00"
