,SNo.,company,amount
0,1,Wipro Limited,"1,439,550,000.00"
1,2,Infosys Limited,"285,100,000.00"
2,3,Hasham Investment And Trading Co Pvt Ltd,"39,065,209.25"
3,4,Dell International Services India Private Limited,"33,000,000.00"
4,5,Honeywell Automation India Limited,"30,300,000.00"
5,6,Target Corporation India Private Limited,"28,900,000.00"
6,7,Qualcomm India Private Limited,"23,430,000.00"
7,8,Robert Bosch Engineering And Business Solutions Private Limited,"23,000,000.00"
8,9,Aditya Birla Fashion And Retail Limited,"20,381,000.00"
9,10,Juniper Networks India Private Limited,"20,142,895.00"
10,11,Brigade Enterprises Limited,"20,092,000.00"
11,12,Jindal Aluminium Limited.,"18,251,000.00"
12,13,Netapp India Private Limited,"17,385,635.00"
13,14,Urban Infrastructure Venture Capital Limited,"15,045,279.00"
14,15,Jupiter Capital Private Limited,"14,210,629.00"
15,16,Mcafee Software (India) Private Limited,"13,203,897.00"
16,17,Comviva Technologies Limited,"13,000,000.00"
17,18,Karnataka Power Transmission Corporation Limited,"12,800,000.00"
18,19,Sap India Private Limited,"12,500,000.00"
19,20,Indo-Mim Private Limited,"12,300,000.00"
20,21,Microsoft India (R&D;) Private Limited,"11,999,638.00"
21,22,Toyota Kirloskar Auto Parts Private Limited,"11,870,000.00"
22,23,Texas Instruments (India) Private Limited,"11,708,154.00"
23,24,Indian Designs Exports Private Limited,"10,750,000.00"
24,25,Fosroc Chemicals (India) Private Limited,"10,515,078.00"
25,26,Microland Limited,"10,000,000.00"
26,27,Karnataka Renewable Energy Development Limited,"9,541,493.34"
27,28,Sap Labs India Private Limited,"9,029,272.00"
28,29,Brickwork Ratings India Private Limited,"8,684,538.00"
29,30,Malabar Jewels And Gems Private Limited,"8,370,000.00"
30,31,W S Atkins (India) Private Limited,"8,199,994.00"
31,32,Cisco Systems Capital (India) Private Limited,"8,179,850.00"
32,33,Timken Engineering And Research - India Private Limited,"8,100,000.00"
33,34,Tree Hill Estates Private Limited,"7,735,000.00"
34,35,Bharatiya Reserve Bank Note Mudran Private Limited,"7,700,000.00"
35,36,Menzies Aviation Bobba (Bangalore) Private Limited,"7,591,000.00"
36,37,Grameen Koota Financial Services Private Limited,"7,500,000.00"
37,38,Lakshmi Machine Works Limited,"7,400,000.00"
38,39,Synopsys (India) Private Limited,"7,310,970.00"
39,40,Bangalore International Airport Limited,"7,152,231.00"
40,41,Eygbs (India) Private Limited,"7,148,600.00"
41,42,Cerner Healthcare Solutions Private Limited,"6,671,989.00"
42,43,J. P. Morgan India Private Limited,"6,592,388.00"
43,44,Sequoia Capital India Advisors Private Limited,"6,543,877.00"
44,45,Momentive Performance Materials (India) Private Limited,"6,422,065.00"
45,46,Genpact India Private Limited,"6,400,000.00"
46,47,H And M Hennes And Mauritz India Private Limited,"6,300,000.00"
47,48,Intel Technology India Private Limited,"6,000,000.00"
48,49,Essae -Teraoka Private Limited,"5,900,000.00"
49,50,Axis Bank Limited,"5,784,449.00"
50,51,Nirman Shelters (Bangalore)Private Limited,"5,600,000.00"
51,52,Avaya India Private Limited,"5,516,000.00"
52,53,Tata Communications Limited,"5,500,000.00"
53,54,Sigma Aldrich Chemicals Private Limited,"5,405,280.00"
54,55,Cisco Systems (India) Private Limited,"5,390,000.00"
55,56,Ntt Data Information Processing Services Private Limited,"5,237,106.00"
56,57,Promont Hilltop Private Limited,"5,040,412.00"
57,58,Bajaj Auto Limited.,"5,000,000.00"
58,59,Jamnalal Sons Private Limited,"5,000,000.00"
59,60,Wonderla Holidays Limited,"4,901,933.00"
60,61,Ge Be Private Limited,"4,900,000.00"
61,62,Federal-Mogul Tpr (India) Limited,"4,738,000.00"
62,63,Hindustan Aeronautics Limited,"4,600,000.00"
63,64,Lincoln Helios (India) Limited,"4,600,000.00"
64,65,Karnataka Power Corporation Limited,"4,542,373.00"
65,66,Quintiles Research (India) Private Limited,"4,500,000.00"
66,67,Bhageria Industries Limited,"4,400,000.00"
67,68,Infinera India Private Limited,"4,313,600.00"
68,69,Aricent Technologies Private Limited,"4,300,000.00"
69,70,Te Connectivity India Private Limited,"4,267,400.00"
70,71,Rci India Private Limited,"4,200,000.00"
71,72,Ace Designers Limited,"4,155,222.00"
72,73,Janalakshmi Financial Services Limited,"4,034,370.00"
73,74,Deutsche Investments India Private Limited,"4,000,000.00"
74,75,Bhuruka Gases Limited,"4,000,000.00"
75,76,Pnb Metlife India Insurance Company Limited,"3,982,000.00"
76,77,Motorola Mobility India Private Limited,"3,980,967.00"
77,78,Tarish Investment And Trading Company Private Limited.,"3,962,000.00"
78,79,Efd Induction Private Limited,"3,936,836.00"
79,80,Quest Global Engineering Private Limited,"3,861,066.00"
80,81,Volvo Group India Private Limited,"3,840,000.00"
81,82,Emmvee Photovoltaic Power Private Limited,"3,828,917.00"
82,83,S.J.S. Enterprises Private Limited,"3,800,000.00"
83,84,Quality Engineering And Software Technologies Private Limited,"3,675,000.00"
84,85,Hdb Financial Services Limited,"3,600,000.00"
85,86,Hdfc Standard Life Insurance Company Limited,"3,584,052.00"
86,87,Facilities And Building Solutions Private Limited,"3,556,310.00"
87,88,Aurigene Discovery Technologies Limited,"3,556,000.00"
88,89,Wm Global Technology Services India Private Limited,"3,532,000.00"
89,90,Emids Technologies Private Limited,"3,530,979.00"
90,91,Statestreet Global Advisors India Private Limited,"3,500,000.00"
91,92,Starworth Infrastructure & Construction Limited,"3,500,000.00"
92,93,Puma Sports India Private Limited,"3,356,950.00"
93,94,Xlhealth Corporation India Private Limited,"3,300,000.00"
94,95,Indeca Sporting Goods Private Limited,"3,289,201.00"
95,96,Ambit Corporate Finance Private Limited,"3,250,000.00"
96,97,Avnet India Private Limited,"3,200,000.00"
97,98,Base Educational Services Private Limited,"3,011,726.00"
98,99,Ample Technologies Private Limited,"3,000,000.00"
99,100,Verifone India Technology Private Limited,"3,000,000.00"
100,101,Karnataka State Small Industries Development Corporation Limited,"3,000,000.00"
101,102,Huawei Telecommunications (India) Company Private Limited,"2,983,619.00"
102,103,Mercedes-Benz Research And Development India Private Limited,"2,983,386.00"
103,104,Cim Tools Private Limited,"2,965,121.00"
104,105,Allegis Services (India) Private Limited,"2,903,481.00"
105,106,Liebherr Machine Tools India Private Limited,"2,850,000.00"
106,107,Nipur Chemicals Limited,"2,800,000.00"
107,108,Mindteck (India) Limited,"2,750,000.00"
108,109,Moog India Technology Center Private Limited,"2,750,000.00"
109,110,Microsoft Research Lab India Private Limited,"2,711,256.00"
110,111,Total Environment Building Systems Private Limited,"2,700,000.00"
111,112,Hsbc Electronic Data Processing India Private Limited,"2,677,661.00"
112,113,Chiron Behring Vaccines Private Limited,"2,600,000.00"
113,114,Ttp Technologies Private Limited,"2,552,000.00"
114,115,Airwatch Technologies India Private Limited,"2,400,000.00"
115,116,Micro Plastics Private Limited,"2,335,000.00"
116,117,Airvana Networks India Private Limited,"2,300,000.00"
117,118,Kennametal India Limited,"2,289,148.00"
118,119,Tata Global Beverages Limited,"2,200,000.00"
119,120,Asm Technologies Limited,"2,186,000.00"
120,121,Katra Phytochem (India) Private Limited,"2,150,000.00"
121,122,Mysore Intercontinental Hotels Private Limited,"2,126,623.00"
122,123,Brocade Communications Systems Private Limited,"2,120,810.00"
123,124,Prazim Trading And Investment Company Private Limited.,"2,095,000.00"
124,125,Westbridge Capital India Advisors Private Limited,"2,068,800.00"
125,126,Infinite Computer Solutions (India) Limited,"2,030,000.00"
126,127,The Printers (Mysore) Private Limited,"2,009,036.00"
